PersonID,Name,Gender,Age,Religion,Occupation,Education,MaritalStatus,Phone,Address,District
506452,Ryan Sane,Male,73,Sikh,Driver,Diploma,Divorced,09912773205,"92/167, Naik Zila, Tinsukia-428860",Mysuru
506453,Reyansh Buch,Male,59,Jain,Teacher,Diploma,Widowed,+916487699479,"29 Rana Marg, Aurangabad-643431",Bengaluru Urban
506454,Kashvi Sengupta,Male,67,Hindu,Farmer,Diploma,Widowed,+911101512796,"H.No. 475 Lad, Ranchi 912543",Dakshina Kannada
506455,Jonathan Bains,Female,45,Christian,Driver,PUC,Widowed,+918799831808,02/545 Nayak Zila Anantapuram-818113,Mysuru
506456,Vasana Sharma,Female,73,Buddhist,Labourer,Diploma,Single,+915773159840,H.No. 248 Dugar Ganj Bokaro-217948,Mysuru
506457,Pushti Arya,Female,30,Muslim,Government Employee,Graduate,Widowed,+914691853237,"03, Ray Path Eluru-633572",Mysuru
506458,Mohini Verma,Female,20,Christian,Driver,PUC,Single,01820272416,"65 Bains Marg, Chandrapur-066186",Dakshina Kannada
506459,Vasudha Sachdev,Female,63,Sikh,Driver,Primary,Divorced,+910849819728,70/37 Mane Rampur-159643,Bengaluru Urban
506460,Indali Mallick,Male,21,Hindu,Farmer,High School,Divorced,2601212307,"741 Buch Path, Tumkur-676262",Bengaluru Urban
506461,Rehaan Mand,Female,69,Muslim,Labourer,Primary,Widowed,+910885660863,"H.No. 04, Setty Chowk Alappuzha 896233",Bengaluru Urban
506462,Thomas Ben,Male,21,Christian,Private Employee,PUC,Single,1882595809,58 Chakraborty Circle Tiruchirappalli 560683,Mysuru
506463,Rayaan Biswas,Female,73,Christian,Engineer,Graduate,Married,5098441503,"H.No. 460, Bala Marg Faridabad 612848",Mysuru
506464,Qasim Dada,Female,68,Jain,Business,Post Graduate,Widowed,03223204912,"H.No. 59 Bal Path, Proddatur 955815",Mysuru
506465,Atharv Nigam,Male,70,Sikh,Police,Primary,Divorced,+913807480300,"515, Chana Aligarh-682372",Dakshina Kannada
506466,Jairaj Ramanathan,Female,25,Buddhist,Government Employee,PUC,Divorced,05654217558,"67/17 Pradhan Nagar, Ongole 484370",Dakshina Kannada
506467,Tripti Sharma,Male,68,Hindu,Police,High School,Married,2530308306,"579 Kar Circle, South Dumdum-630856",Mysuru
506468,Mahika Yogi,Male,71,Buddhist,Police,Diploma,Single,02423387178,"53/367, Thakkar Zila, Howrah-330823",Dakshina Kannada
506469,Rajeshri Sura,Female,55,Sikh,Doctor,Diploma,Widowed,+912373242981,67 Prashad Circle Ajmer-538215,Dakshina Kannada
506470,Vinaya Ramaswamy,Male,60,Jain,Labourer,Primary,Single,1816255472,"62/20, Kashyap Zila, Sultan Pur Majra-346529",Bengaluru Urban
506471,Indali Sachar,Male,53,Buddhist,Business,Post Graduate,Single,7092497492,"24/593 Saraf, Haldia-677289",Bengaluru Urban
506472,Jack Jha,Male,51,Sikh,Teacher,Primary,Widowed,06950404764,"825 Sankar Marg, Jamshedpur 863100",Bengaluru Urban
506473,Ojas Chana,Male,22,Buddhist,Government Employee,High School,Single,4758384601,"222, Nagy Marg Ghaziabad-257236",Dakshina Kannada
506474,Kai Venkatesh,Male,69,Christian,Business,Graduate,Divorced,08441047814,"H.No. 343, Parikh Marg, South Dumdum-655301",Mysuru
506475,Chakradhar Tailor,Male,57,Buddhist,Retired,Primary,Married,+910268097034,"H.No. 05 Chauhan Circle, Jalandhar 450689",Mysuru
506476,Faqid Hayre,Female,56,Buddhist,Driver,Post Graduate,Divorced,04408459777,"44 Mammen Path, Berhampore 634308",Mysuru
506477,Bahadurjit Agrawal,Female,41,Christian,Software Engineer,PUC,Married,0237197353,445 Sabharwal Nagar Delhi-512635,Bengaluru Urban
506478,Xavier Mohanty,Male,74,Sikh,Police,Post Graduate,Single,+910134658539,"14, Garg Chowk Muzaffarnagar-336183",Bengaluru Urban
506479,Nilima Padmanabhan,Female,45,Muslim,Driver,High School,Widowed,03890570092,"47/92, Dixit Zila, Panvel 995049",Bengaluru Urban
506480,Hemang Ramaswamy,Female,70,Hindu,Government Employee,High School,Widowed,+915287956892,"63/61 Ramesh, Raurkela Industrial Township-953595",Mysuru
506481,Rohan Bali,Male,40,Buddhist,Farmer,Graduate,Divorced,5318489812,35/82 Prabhu Ganj Bihar Sharif-212173,Mysuru
506482,Aadi Kaur,Male,58,Christian,Retired,Primary,Divorced,0505528352,"830 Thaman Chowk, Nanded-241057",Bengaluru Urban
506483,Faras Krishnan,Male,26,Christian,Farmer,Graduate,Divorced,8757419744,"H.No. 85 Arya Path, Mehsana 521050",Mysuru
506484,Andrew Solanki,Male,50,Jain,Labourer,PUC,Single,03227836572,"H.No. 093 Subramanian Chowk, Kozhikode 613879",Bengaluru Urban
506485,Frado Golla,Female,63,Buddhist,Farmer,Diploma,Single,+912704767217,H.No. 44 Sen Circle Aizawl 543084,Bengaluru Urban
506486,Nitesh Warrior,Female,40,Hindu,Software Engineer,Post Graduate,Single,+913694204350,27/44 Gill Panihati-314357,Bengaluru Urban
506487,Advik Mall,Male,23,Jain,Driver,Diploma,Single,1477192404,"50/156 Char Ganj, Tezpur-031934",Bengaluru Urban
506488,Jack Bhasin,Female,60,Hindu,Police,Graduate,Single,+914164141599,"74/94, Merchant Street Tirunelveli-534424",Mysuru
506489,Gaurav Seshadri,Male,75,Christian,Driver,Post Graduate,Widowed,04580950398,"571, Comar Circle, Warangal-690263",Bengaluru Urban
506490,Liam Rege,Female,32,Sikh,Farmer,Post Graduate,Married,4071404429,25/252 Tripathi Chowk Kakinada 376053,Mysuru
506491,Aarush Sundaram,Male,39,Jain,Student,Post Graduate,Divorced,+910473784968,"H.No. 531, Patil Street, Durg 935130",Bengaluru Urban
506492,Amol Rajagopalan,Male,38,Sikh,Farmer,Diploma,Married,05282744520,"867, Raval Ambattur 933314",Dakshina Kannada
506493,Keya Varughese,Male,27,Jain,Retired,Graduate,Widowed,07477882887,H.No. 033 Patla Path Mango-730164,Mysuru
506494,Finn Sangha,Female,68,Christian,Government Employee,Post Graduate,Single,+915262280666,"899 Tank Chowk, Coimbatore 921207",Mysuru
506495,Urvashi Sarin,Male,26,Jain,Doctor,Graduate,Married,06322507646,73/774 Ram Road Deoghar 007100,Mysuru
506496,Aarush Khare,Male,71,Hindu,Software Engineer,Graduate,Married,4042962679,"24/041, Jha Zila Navi Mumbai-400277",Bengaluru Urban
506497,Nachiket Borde,Male,21,Hindu,Software Engineer,PUC,Married,+918013723562,028 Rout Nagar Raipur-848309,Mysuru
506498,David Mane,Male,55,Sikh,Farmer,High School,Divorced,2251946943,H.No. 75 Kothari Road Kirari Suleman Nagar 577741,Mysuru
506499,Eesha Chahal,Female,19,Sikh,Doctor,PUC,Widowed,06118937219,"96/292, Agarwal Road, Morbi-951287",Mysuru
506500,Dhriti Sur,Male,28,Hindu,Doctor,High School,Divorced,7800083200,"739 Bains Nagar, Allahabad-204028",Dakshina Kannada
506501,Jyoti Mani,Female,42,Sikh,Engineer,Graduate,Divorced,2453775800,31/071 Varma Zila Madurai-942782,Mysuru
506502,Vrishti Maharaj,Female,36,Christian,Private Employee,High School,Single,00954444900,"61, Lalla Road Vijayanagaram 611008",Dakshina Kannada
506503,Samesh Mukherjee,Male,21,Muslim,Software Engineer,High School,Married,+919642100879,"H.No. 388, Bhakta Marg Hospet-243597",Bengaluru Urban
506504,Leena Roy,Male,35,Muslim,Farmer,Graduate,Married,+912972946931,"H.No. 981, Randhawa Nagar, Nizamabad-352208",Bengaluru Urban
506505,Gagan Buch,Male,53,Christian,Student,Post Graduate,Married,00089334067,"H.No. 336, Narayanan Chowk, Tiruchirappalli 069679",Bengaluru Urban
506506,Hema Wagle,Female,39,Muslim,Government Employee,Graduate,Widowed,4397125518,"18 Vora Path, Serampore-194629",Bengaluru Urban
506507,Onveer Chatterjee,Female,25,Sikh,Retired,Diploma,Divorced,04889236691,"33 Bhatt Road, Kozhikode 529042",Bengaluru Urban
506508,Wridesh Sabharwal,Female,41,Buddhist,Student,Post Graduate,Married,+914632652301,"H.No. 096 De Nagar, Jalna-089929",Mysuru
506509,Warhi Sunder,Male,53,Muslim,Doctor,Diploma,Single,+917792908219,"32/380 Boase Zila, Lucknow 958302",Dakshina Kannada
506510,Chaman Srivastava,Female,51,Sikh,Government Employee,Diploma,Married,8715127404,"33, Puri Etawah 389507",Mysuru
506511,Turvi Parmer,Male,21,Muslim,Police,Post Graduate,Divorced,+914327222941,"24, Chawla Path Karimnagar-142776",Bengaluru Urban
506512,Bhanumati Minhas,Male,68,Buddhist,Doctor,High School,Divorced,7566839794,03/49 Dani Ganj Madanapalle-193976,Bengaluru Urban
506513,Rajata Wason,Female,28,Buddhist,Labourer,High School,Widowed,8041473318,"88/47, Bhakta Road, Hyderabad-567488",Bengaluru Urban
506514,Lipika Shere,Male,47,Sikh,Retired,Primary,Married,1521046220,19/070 Shankar Bhilwara-138740,Bengaluru Urban
506515,Aarav Sarkar,Female,72,Hindu,Software Engineer,Graduate,Widowed,07515514824,"02/36 Lalla Circle, Varanasi-780644",Mysuru
506516,Jeet Samra,Male,60,Buddhist,Farmer,High School,Single,06825127766,"54, Chokshi Road, Tezpur 668381",Bengaluru Urban
506517,Leena Ramanathan,Male,72,Muslim,Retired,Primary,Married,07362190481,"H.No. 296, Edwin Ganj, Hajipur 958521",Dakshina Kannada
506518,Caleb Cheema,Male,74,Buddhist,Teacher,Diploma,Divorced,06518175270,"07/10, Date Street, Sultan Pur Majra 080102",Dakshina Kannada
506519,Rajata Chatterjee,Male,65,Sikh,Farmer,High School,Widowed,08534800514,"88/932, Deshpande Street, Vadodara-092626",Mysuru
506520,Falak Dara,Male,32,Jain,Software Engineer,Graduate,Single,+914720137643,"75/354, Gill Nagar Dharmavaram 482071",Dakshina Kannada
506521,Xiti Bahl,Male,58,Hindu,Retired,High School,Single,+917343494234,"01/70, Chhabra Street, Arrah-376924",Mysuru
506522,Triya Batta,Female,21,Christian,Business,Post Graduate,Married,+912302351099,"61/340 Solanki Ganj, Bareilly 501237",Bengaluru Urban
506523,Alka Buch,Male,70,Hindu,Engineer,Post Graduate,Widowed,0132543187,"021, Raghavan Marg, Tiruppur 534368",Bengaluru Urban
506524,Mitesh Dey,Female,47,Sikh,Private Employee,Primary,Married,08225395531,"36 Dhingra Street, Nagercoil-338053",Mysuru
506525,Gabriel Sachdeva,Female,54,Buddhist,Software Engineer,High School,Single,+914101847438,"94/02 Singh, Latur 235189",Bengaluru Urban
506526,Amruta Hayer,Male,26,Jain,Doctor,Post Graduate,Married,08350472140,95/940 Vyas Marg Avadi-060155,Bengaluru Urban
506527,Jagdish Memon,Female,63,Christian,Student,Primary,Single,05746271408,"76/704, Dutta Chowk Bhilai-873814",Bengaluru Urban
506528,Gautam Doctor,Female,31,Jain,Government Employee,PUC,Married,01959342912,"31/87, Dhawan Ganj, Kochi 368710",Bengaluru Urban
506529,Ira Devan,Male,42,Hindu,Teacher,Primary,Married,09837196953,"59/833 Mann Street, Bellary-616249",Dakshina Kannada
506530,Gunbir Dutt,Female,65,Christian,Police,PUC,Married,+919421173825,"63 Viswanathan Circle, Haridwar 973206",Dakshina Kannada
506531,Shravya Dugar,Female,44,Sikh,Private Employee,Graduate,Divorced,+919960421282,"421 Mahajan Zila, Bettiah-175091",Mysuru
506532,Agastya Malhotra,Female,43,Sikh,Software Engineer,PUC,Widowed,03312337294,"H.No. 833, Ravi Path, New Delhi-885127",Mysuru
506533,Vanya Om,Male,58,Christian,Retired,Diploma,Married,6518693897,"H.No. 62 Krishnamurthy Road, Tinsukia-810729",Bengaluru Urban
506534,Unni Wali,Female,42,Christian,Government Employee,Primary,Divorced,+914294276579,H.No. 093 Chahal Sasaram-049644,Dakshina Kannada
506535,Charita Jani,Male,26,Hindu,Business,Post Graduate,Divorced,02149925980,"H.No. 842, Sabharwal Nagar Kamarhati 413972",Bengaluru Urban
506536,Gunbir Dave,Male,65,Buddhist,Retired,Primary,Married,+918290691616,"H.No. 93, Bali Ganj, Mira-Bhayandar-631389",Bengaluru Urban
506537,Wishi Lall,Male,48,Hindu,Student,Primary,Widowed,5364909269,55/40 Bumb Road Bhiwani 852270,Dakshina Kannada
506538,Ekanta Virk,Female,71,Sikh,Private Employee,Primary,Widowed,05591494772,"H.No. 65, Shukla Zila, Anand 572292",Dakshina Kannada
506539,Mitali Comar,Female,73,Buddhist,Student,Primary,Widowed,03298862578,"H.No. 47 Natt Nagar, Sonipat-046851",Dakshina Kannada
506540,Panini Mitra,Male,58,Jain,Government Employee,Graduate,Married,00671844545,"79 Chandran Zila, Patiala 372355",Mysuru
506541,Hemang Krish,Female,52,Sikh,Student,Post Graduate,Married,+916950813478,"764, Dass Nagar Korba-996549",Bengaluru Urban
506542,Atharv Salvi,Male,30,Sikh,Retired,Primary,Widowed,5153402816,08 Varty Circle Pallavaram-539953,Mysuru
506543,Naveen Kohli,Male,73,Muslim,Private Employee,Diploma,Divorced,0481993239,"H.No. 42 Das Ganj, Burhanpur 853721",Mysuru
506544,Charita Sunder,Female,31,Sikh,Business,Primary,Widowed,04112911055,"470 Babu Ganj, Ghaziabad-025634",Dakshina Kannada
506545,Quincy Bali,Female,43,Muslim,Student,Graduate,Single,+918325105772,"905, Srinivasan Nagar, Etawah-082410",Dakshina Kannada
506546,Odika Sampath,Female,26,Muslim,Government Employee,Primary,Divorced,+910114119266,"324 Viswanathan Street, Bokaro-732501",Bengaluru Urban
506547,Daksha Kanda,Female,52,Christian,Government Employee,Primary,Widowed,09867133994,"H.No. 373, Handa Circle, Asansol 106165",Mysuru
506548,Arunima Pingle,Female,66,Christian,Software Engineer,Primary,Married,02334648038,26/67 Wali Street Tumkur-129137,Dakshina Kannada
506549,Riya Ahluwalia,Male,28,Sikh,Engineer,Graduate,Widowed,6233260991,81/245 Kalla Nagar Chandrapur 448209,Dakshina Kannada
506550,Qarin Ramanathan,Male,51,Muslim,Private Employee,Primary,Divorced,6169367896,"020, Kumer Marg Shimoga-891105",Dakshina Kannada
506551,Aryan Barman,Male,65,Jain,Doctor,Primary,Single,+916660721613,"H.No. 23, Pal Ganj Jammu 895417",Dakshina Kannada
506552,Omkaar Kari,Female,30,Jain,Engineer,Primary,Divorced,2975153184,"H.No. 982, Kunda Zila, Bangalore 151904",Bengaluru Urban
506553,Yug Kapoor,Female,64,Christian,Retired,Primary,Married,+913694490174,"H.No. 831 Brar Nagar, Tirunelveli 861965",Bengaluru Urban
506554,Suhani Dixit,Male,47,Hindu,Driver,Primary,Divorced,+919260595661,"63/82, Thakkar Circle, Guna 986556",Mysuru
506555,Ekaja Manne,Male,21,Christian,Business,PUC,Divorced,06407573714,"638, Mahal Chowk, Amroha-884859",Bengaluru Urban
506556,Riya Basak,Male,25,Jain,Student,High School,Single,+911054893252,845 Lata Nagar Kollam 703510,Bengaluru Urban
506557,Mekhala Varkey,Male,68,Jain,Driver,Diploma,Married,+912293163729,"H.No. 13 Gade Nagar, Jamalpur-792457",Bengaluru Urban
506558,Urvi Agarwal,Female,33,Jain,Police,Diploma,Single,+914713194689,"24/22, Sinha Nagar, Muzaffarnagar 080365",Dakshina Kannada
506559,Neha Rai,Male,52,Christian,Software Engineer,PUC,Divorced,0876663810,"H.No. 906, Sur Circle, Serampore 976917",Mysuru
506560,Faqid Gour,Female,62,Hindu,Business,PUC,Single,+912298758118,"48, Rao Nagar, Panchkula 909446",Dakshina Kannada
506561,Dhriti Kala,Male,47,Muslim,Software Engineer,Post Graduate,Married,08886282972,"24/13 Aggarwal Nagar, Shivpuri-819841",Mysuru
506562,Harish D’Alia,Female,19,Christian,Government Employee,Post Graduate,Divorced,04676718814,441 Malhotra Zila Yamunanagar 913095,Bengaluru Urban
506563,Indali Kata,Female,73,Christian,Engineer,Graduate,Divorced,6066889044,"H.No. 915 Kumar Path, Dehradun-588738",Mysuru
506564,Vedhika Kothari,Male,68,Muslim,Teacher,PUC,Divorced,9086684713,"H.No. 74, Om Road, Indore-884654",Bengaluru Urban
506565,Krishna Sinha,Female,39,Muslim,Teacher,High School,Single,01307679618,"81/834, Ghose Circle Purnia 370026",Dakshina Kannada
506566,Yamini Saxena,Male,59,Sikh,Government Employee,Diploma,Single,09187311875,"H.No. 925 Srinivasan Marg, Surat 179100",Dakshina Kannada
506567,Yash Shan,Female,73,Muslim,Government Employee,High School,Married,08710599534,H.No. 89 Dutta Road Hospet 618207,Mysuru
506568,Thomas Sastry,Female,46,Jain,Retired,Primary,Married,09086638258,"733 Bajaj, Anand 404901",Mysuru
506569,Triya Balan,Female,63,Christian,Police,PUC,Married,+916259272398,"66, Palan Street, Chandigarh-442356",Mysuru
506570,Dalaja Khurana,Male,28,Hindu,Police,Post Graduate,Married,3114231356,"045, Nigam Ganj Dehradun 396939",Dakshina Kannada
506571,Avi Mohan,Male,63,Muslim,Farmer,Graduate,Single,1022753596,"H.No. 55 Wason Marg, Cuttack-875530",Mysuru
506572,Mitesh Walla,Female,37,Muslim,Driver,Post Graduate,Married,+916265639561,"548 Kannan Ganj, Madhyamgram-348988",Dakshina Kannada
506573,Aachal Chacko,Male,57,Sikh,Student,High School,Single,2424855268,"478, Purohit Nagar Hospet-194331",Dakshina Kannada
506574,Forum Nayar,Male,66,Christian,Driver,PUC,Divorced,+911592288388,"H.No. 980 Mitra Street, Panchkula 722715",Mysuru
506575,Watika Joshi,Male,19,Muslim,Engineer,Graduate,Widowed,8388726206,H.No. 366 Chowdhury Ganj Bihar Sharif 705014,Mysuru
506576,Ekanta Bajaj,Male,49,Muslim,Government Employee,Diploma,Single,+915064246116,"132, Agate Circle Medininagar 160038",Mysuru
506577,Upadhriti Nadkarni,Female,19,Muslim,Driver,Primary,Divorced,9845399066,"H.No. 271, Apte Nagar, Vellore 877393",Bengaluru Urban
506578,David Shankar,Male,36,Christian,Retired,PUC,Single,3994924092,56/36 Rastogi Nagar Chinsurah 965455,Mysuru
506579,Bhanumati Mann,Female,28,Hindu,Teacher,Diploma,Married,+911030963335,"H.No. 18, Mistry Street, Guna 678458",Mysuru
506580,Bhavya Vig,Male,31,Buddhist,Farmer,High School,Widowed,4063429050,"H.No. 848, Radhakrishnan Circle Mumbai-086773",Bengaluru Urban
506581,Banjeet Sekhon,Female,23,Jain,Labourer,PUC,Divorced,07937123036,H.No. 93 Dewan Road Bikaner-932404,Bengaluru Urban
506582,Meghana Khosla,Male,57,Jain,Driver,High School,Widowed,00521767997,"H.No. 61, Bumb Chowk Gandhidham 982812",Mysuru
506583,Yauvani Narula,Male,68,Sikh,Police,High School,Married,4404375752,H.No. 229 Dua Zila Mangalore-853305,Bengaluru Urban
506584,Amaira Bath,Male,68,Buddhist,Engineer,Post Graduate,Widowed,7288847352,"H.No. 02 Gulati Marg, Siliguri-563193",Dakshina Kannada
506585,Bhavna Goda,Male,26,Jain,Farmer,Post Graduate,Single,+911282158535,309 Bhat Delhi-168749,Dakshina Kannada
506586,Samarth Singh,Female,19,Sikh,Driver,Primary,Married,09466264984,"96/52, Sastry Street Indore-669715",Mysuru
506587,Victor Roy,Male,20,Hindu,Teacher,High School,Married,+910482221675,"86 Bhattacharyya Road, Pondicherry-278432",Mysuru
506588,Ekta Thakkar,Male,23,Jain,Farmer,PUC,Married,07514704440,"71/459, Subramanian Marg, Pudukkottai-592134",Bengaluru Urban
506589,Isaac Doshi,Male,62,Muslim,Retired,Post Graduate,Widowed,02937552686,293 Ramaswamy Zila Bhagalpur-294936,Bengaluru Urban
506590,Rishi Deol,Male,58,Sikh,Driver,Post Graduate,Divorced,5366851154,H.No. 872 Nath Nagar Ulhasnagar 855082,Mysuru
506591,Arjun Narang,Female,40,Buddhist,Teacher,Graduate,Widowed,08394439810,"510, Patil Nagar, Amaravati 176838",Mysuru
506592,Bishakha Chokshi,Female,67,Jain,Labourer,Post Graduate,Single,01274122059,"H.No. 107, Krish Chowk, Patna 951120",Mysuru
506593,Damyanti Deshpande,Male,44,Jain,Student,High School,Widowed,3580692650,"88/318, Thaman, Aurangabad 900102",Dakshina Kannada
506594,Anirudh Pathak,Male,42,Buddhist,Private Employee,Post Graduate,Married,+912141766046,"H.No. 252, Yadav Bhatpara 528620",Bengaluru Urban
506595,Balvan Zachariah,Female,30,Christian,Teacher,PUC,Married,07573528834,50 Tank Nagar Bulandshahr 752667,Bengaluru Urban
506596,Qadim Nayar,Male,43,Buddhist,Student,Primary,Divorced,06652918151,12/76 Toor Path Karawal Nagar-731235,Mysuru
506597,Harshil Khalsa,Male,66,Jain,Business,High School,Widowed,+916565395854,"56/26, Srinivasan Marg Motihari-285835",Bengaluru Urban
506598,Daniel Samra,Female,55,Jain,Labourer,Diploma,Divorced,04020951467,"H.No. 30, Jani Marg Shimla 008268",Mysuru
506599,Balhaar Grewal,Male,59,Jain,Doctor,Graduate,Single,04410907736,"49/415, Subramaniam Nagar, Navi Mumbai-517887",Bengaluru Urban
506600,Naveen Kala,Female,60,Muslim,Business,High School,Married,+910811109311,"09 Nagy Path, Warangal 569512",Mysuru
506601,Tamanna Vyas,Male,18,Christian,Police,High School,Single,+915813711522,19/969 Choudhry Marg Korba 792499,Dakshina Kannada
506602,Qasim Bhatti,Male,40,Christian,Labourer,PUC,Married,02699437208,"07 Natarajan Chowk, Dewas-752384",Bengaluru Urban
506603,Pooja Narasimhan,Female,75,Jain,Police,High School,Married,+912971002456,H.No. 63 Varughese Road Mumbai-723548,Dakshina Kannada
506604,Orinder Chana,Male,33,Muslim,Government Employee,PUC,Single,0240881611,"71/758, Amble Nagar Tiruppur-673986",Bengaluru Urban
506605,Nihal Sekhon,Female,52,Christian,Doctor,Diploma,Single,9812418821,97/603 Keer Marg Pudukkottai-145199,Bengaluru Urban
506606,Hema Lalla,Female,45,Jain,Retired,Graduate,Single,01906848316,09/596 Venkatesh Nagar Deoghar-002610,Mysuru
506607,Laban Bath,Female,62,Buddhist,Teacher,Graduate,Divorced,02407273829,289 Dyal Chowk Machilipatnam-334201,Dakshina Kannada
506608,Ayush Peri,Male,23,Buddhist,Farmer,Post Graduate,Single,2108128976,"13 Tank Ganj, Panihati-296244",Dakshina Kannada
506609,Pooja Anne,Female,66,Sikh,Engineer,High School,Widowed,+919152000909,"41/38, Manda Road, Jamshedpur-313541",Bengaluru Urban
506610,Irya Tripathi,Male,41,Sikh,Labourer,Post Graduate,Single,00330525253,"H.No. 26, Loke Road Aligarh 843824",Bengaluru Urban
506611,Zehaan Hayre,Male,33,Jain,Retired,High School,Married,02224124488,H.No. 741 Sood Marg Navi Mumbai 742767,Dakshina Kannada
506612,Tanay Deshpande,Female,61,Jain,Business,Primary,Single,07031605575,H.No. 962 Dhar Aizawl 277247,Bengaluru Urban
506613,Ishwar Nigam,Male,34,Jain,Government Employee,Primary,Single,03270728792,"94, Srinivas Ganj Malegaon-797874",Mysuru
506614,Pranav Baria,Female,44,Buddhist,Software Engineer,Graduate,Single,+918008869904,87/43 Bal Path Pallavaram 985750,Mysuru
506615,Girindra Bala,Female,41,Hindu,Farmer,High School,Widowed,0988303368,"82/71 Nagar Road, Karawal Nagar-246825",Bengaluru Urban
506616,Andrew Dugar,Female,24,Muslim,Retired,Primary,Divorced,+911407053581,"13 Raman Circle, Kalyan-Dombivli 586033",Bengaluru Urban
506617,Luke Bava,Male,34,Buddhist,Police,Diploma,Divorced,+910447021499,"61/683 Bali Nagar, Udaipur-690543",Dakshina Kannada
506618,Harrison Raghavan,Male,67,Christian,Engineer,High School,Widowed,05116624517,"19/757 Rajagopal, Nanded-485472",Bengaluru Urban
506619,Warda Deep,Male,31,Jain,Retired,Diploma,Widowed,0370308091,"H.No. 307, Batta Zila Rourkela 708415",Dakshina Kannada
506620,Charles Issac,Female,57,Buddhist,Farmer,High School,Married,03846307968,"27/178 Dutta Chowk, Adoni-823472",Mysuru
506621,Omisha Ganesan,Male,53,Muslim,Teacher,High School,Single,03596815825,"H.No. 101 Verma Street, Jehanabad 013856",Dakshina Kannada
506622,Baljiwan Minhas,Male,62,Hindu,Software Engineer,Primary,Divorced,07937598340,"08/074, Chawla Chowk Nellore 896646",Bengaluru Urban
506623,Yash Pandey,Female,75,Hindu,Doctor,Diploma,Married,+916717781720,105 Bhargava Chowk Raiganj-445078,Bengaluru Urban
506624,Abeer Lad,Male,43,Hindu,Doctor,Primary,Single,4935731014,"H.No. 527 Ghose Path, Ranchi-036568",Bengaluru Urban
506625,Baljiwan Jani,Female,55,Buddhist,Police,Graduate,Married,6708863594,"678, Handa Nagar, Karaikudi-829372",Dakshina Kannada
506626,Azaan Krishna,Male,46,Jain,Private Employee,PUC,Single,09608034718,42/609 Shankar Street Bellary 687338,Mysuru
506627,Gaurangi Kurian,Female,20,Muslim,Business,High School,Widowed,7482977306,"122, Pillay Zila Rajahmundry 701937",Dakshina Kannada
506628,Darsh Ranganathan,Female,39,Hindu,Labourer,PUC,Divorced,+917316712632,"99/923, Kumar Ganj, Sri Ganganagar 033646",Dakshina Kannada
506629,George Mital,Male,73,Hindu,Doctor,Graduate,Single,04153256249,H.No. 43 Ram Ganj Gangtok 139674,Dakshina Kannada
506630,Samarth Bhat,Female,38,Sikh,Software Engineer,PUC,Divorced,05975446679,"12/77 Babu Path, Bangalore-931514",Bengaluru Urban
506631,Gaurang Bajwa,Male,33,Sikh,Software Engineer,High School,Divorced,02600686658,"H.No. 467 Chandran Road, Chandrapur-896970",Dakshina Kannada
506632,Upasna Chatterjee,Female,45,Hindu,Private Employee,PUC,Divorced,+912397597656,"277, Mitter Road, Akola-444654",Dakshina Kannada
506633,Lakshit Barad,Female,74,Christian,Teacher,High School,Widowed,05698821077,"H.No. 63 Minhas Path, Amroha 290386",Bengaluru Urban
506634,Jeevika Bandi,Female,57,Muslim,Farmer,Primary,Single,+910761100514,"82, De Zila Hazaribagh 555559",Bengaluru Urban
506635,George Bhatnagar,Female,50,Buddhist,Teacher,High School,Divorced,3119692006,"H.No. 728, Venkataraman Marg, Kolkata-646890",Bengaluru Urban
506636,Gayathri Varma,Male,28,Buddhist,Student,Post Graduate,Single,9813930034,"21, Saraf Marg Karimnagar 046575",Dakshina Kannada
506637,Wazir Chaudhry,Female,59,Muslim,Student,Post Graduate,Widowed,+919104062111,"22/17, Trivedi Marg Sambalpur 228569",Bengaluru Urban
506638,Ati Dhaliwal,Male,73,Muslim,Police,PUC,Widowed,+917809910997,90 Pant Circle Bhopal 929190,Mysuru
506639,Vidhi Sane,Male,62,Hindu,Engineer,PUC,Married,+916249128413,H.No. 122 Sarma Chowk Nellore-364997,Dakshina Kannada
506640,Rayaan Dara,Female,38,Sikh,Private Employee,Post Graduate,Single,+916783475755,"595, Kashyap Path, Siliguri 714573",Bengaluru Urban
506641,Anjali Mishra,Male,48,Christian,Software Engineer,High School,Divorced,+918175880346,"H.No. 341, Sridhar Marg, Kalyan-Dombivli 019458",Dakshina Kannada
506642,Daksha Wali,Female,43,Hindu,Retired,Post Graduate,Married,4708438433,"86/169 Sem Chowk, Aligarh 608776",Dakshina Kannada
506643,Imaran Sodhi,Female,62,Sikh,Retired,Graduate,Single,01420871552,"88, Kapadia Road Bhiwandi-065525",Bengaluru Urban
506644,Girik Maharaj,Male,40,Jain,Police,Diploma,Married,8143501118,22/916 Varghese Ganj Khandwa 579954,Mysuru
506645,Saksham Maharaj,Female,65,Jain,Private Employee,Primary,Divorced,01687292541,H.No. 15 Shah Ganj Kulti 281077,Mysuru
506646,Darpan Dua,Male,73,Buddhist,Software Engineer,PUC,Widowed,8659798016,"76 Edwin Street, Madhyamgram 020861",Bengaluru Urban
506647,Yashoda Gill,Female,20,Muslim,Private Employee,High School,Single,1129984167,"H.No. 242 Dash Zila, Ujjain 030097",Mysuru
